,Sym,Name,Industry,M Cap,%5d
1655,S66,STAR COMBO PHARMA LIMITED,Household & Personal Products,$18M,-3.5714285714285743
1656,SMS,STAR MINERALS LIMITED,Materials,$5M,-5.000000000000004
1657,SPL,STARPHARMA HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$42M,0.0
1658,GAS,STATE GAS LIMITED,Energy,$15M,-6.976744186046503
1659,GVF,STAUDE CAPITAL GLOBAL VALUE FUND LIMITED,Not Applic,$235M,1.1152416356877417
1660,SVY,STAVELY MINERALS LIMITED,Materials,$9M,-5.8823529411764754
1661,SDF,STEADFAST GROUP LIMITED,Insurance,$7B,0.3384094754653058
1662,SGI,STEALTH GROUP HOLDINGS LTD,Capital Goods,$50M,-4.494382022471914
1663,SST,STEAMSHIPS TRADING COMPANY LIMITED,Capital Goods,$428M,0.0
1664,SLB,STELAR METALS LIMITED,Class Pend,$4M,-6.944444444444432
1665,SRZ,STELLAR RESOURCES LIMITED,Materials,$29M,0.0
1666,STP,STEP ONE CLOTHING LIMITED,Consumer Discretionary Distribution & Retail,$230M,0.39682539682540596
1667,SGP,STOCKLAND,Equity Real Estate Investment Trusts (REITs),$12B,2.469135802469138
1668,SHE,STONEHORSE ENERGY LIMITED,Energy,$4M,8.333333333333341
1669,SRY,STORY-I LIMITED,Consumer Discretionary Distribution & Retail,NaN,0.0
1670,STG,STRAKER LIMITED,Media & Entertainment,$39M,0.0
1671,STA,STRANDLINE RESOURCES LIMITED,Materials,NaN,0.0
1672,SRT,STRATA INVESTMENT HOLDINGS PLC,Materials,NaN,0.0
1673,SMX,STRATA MINERALS LIMITED.,Materials,$4M,0.0
1674,SOR,STRATEGIC ELEMENTS LIMITED,Financial Services,$22M,8.139534883720938
1675,SER,STRATEGIC ENERGY RESOURCES LIMITED,Materials,$5M,-6.249999999999995
1676,SP8,STREAMPLAY STUDIO LIMITED,Media & Entertainment,$10M,12.50000000000001
1677,STK,STRICKLAND METALS LIMITED,Materials,$177M,-4.651162790697663
1678,STX,STRIKE ENERGY LIMITED,Energy,$559M,0.0
1679,SRK,STRIKE RESOURCES LIMITED,Materials,$9M,15.384615384615387
1680,SMN,STRUCTURAL MONITORING SYSTEMS PLC,Technology Hardware & Equipment,$74M,7.692307692307686
1681,SLZ,SULTAN RESOURCES LTD,Materials,$2M,16.666666666666668
1682,SNZ,SUMMERSET GROUP HOLDINGS LIMITED,Health Care Equipment & Services,$3B,6.655290102389073
1683,SUM,SUMMIT MINERALS LIMITED,Materials,$11M,4.1666666666666705
1684,SS1,SUN SILVER LIMITED,Materials,$90M,8.333333333333341
1685,SUN,SUNCORP GROUP LIMITED,Insurance,$25B,2.3097112860892453
1686,SRL,SUNRISE ENERGY METALS LIMITED,Materials,$19M,2.2727272727272747
1687,SHN,SUNSHINE METALS LIMITED,Materials,$14M,25.0
1688,STM,SUNSTONE METALS LTD,Materials,$36M,8.333333333333341
1689,SUL,SUPER RETAIL GROUP LIMITED,Consumer Discretionary Distribution & Retail,$4B,5.398110661268561
1690,SPQ,SUPERIOR RESOURCES LIMITED,Materials,$13M,-14.285714285714286
1691,SLC,SUPERLOOP LIMITED,Telecommunication Services,$1B,1.4084507042253638
1692,SNL,SUPPLY NETWORK LIMITED,Consumer Discretionary Distribution & Retail,$1B,-0.09082652134423595
1693,SRN,SUREFIRE RESOURCES NL,Materials,$7M,-12.5
1694,SUV,SUVO STRATEGIC MINERALS LIMITED,Materials,$39M,-2.500000000000002
1695,SW1,SWIFT NETWORKS GROUP LIMITED,Media & Entertainment,$7M,9.999999999999993
1696,SWP,SWOOP HOLDINGS LIMITED,Telecommunication Services,$37M,2.9411764705882377
1697,SYL,SYMAL GROUP LIMITED,Capital Goods,$409M,-3.7572254335260085
1698,SOP,SYNERTEC CORPORATION LIMITED,Commercial & Professional Services,$29M,-3.5087719298245643
1699,SM1,SYNLAIT MILK LIMITED,"Food, Beverage & Tobacco",$220M,6.944444444444451
1700,SNT,SYNTARA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$106M,28.125000000000004
1701,SYR,SYRAH RESOURCES LIMITED,Materials,$186M,1.5860328923216522e-14
1702,TAH,TABCORP HOLDINGS LIMITED,Consumer Services,$1B,1.9477596923248362e-14
1703,T88,TAITON RESOURCES LIMITED,Materials,$10M,0.0
1704,TLG,TALGA GROUP LTD,Materials,$182M,-1.1494252873563229
1705,TD1,TALI DIGITAL LIMITED,Health Care Equipment & Services,$3M,0.0
1706,TLM,TALISMAN MINING LIMITED,Materials,$40M,0.0
1707,TAL,TALIUS GROUP LIMITED,Software & Services,$26M,20.000000000000018
1708,TWD,TAMAWOOD LIMITED,Consumer Durables & Apparel,$100M,-1.1320754716981059
1709,TBN,TAMBORAN RESOURCES CORPORATION,Energy,$642M,11.764705882352951
1710,TMB,TAMBOURAH METALS LTD,Materials,$3M,0.0
1711,TAM,TANAMI GOLD NL,Materials,$35M,0.0
1712,TAT,TARTANA MINERALS LIMITED,Media & Entertainment,$8M,12.820512820512814
1713,TAR,TARUGA MINERALS LIMITED,Materials,$7M,11.111111111111121
1714,TFL,TASFOODS LIMITED,"Food, Beverage & Tobacco",$7M,0.0
1715,TAS,TASMAN RESOURCES LTD,Materials,$4M,0.0
1716,TEA,TASMEA LIMITED,Capital Goods,$705M,6.375838926174494
1717,TIP,TEAMINVEST PRIVATE GROUP LIMITED,Financial Services,$55M,-1.4563106796116625
1718,TG1,TECHGEN METALS LTD,Materials,$5M,-2.9411764705882377
1719,TNE,TECHNOLOGY ONE LIMITED,Software & Services,$10B,2.5148908007941815
1720,TLX,TELIX PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$8B,-3.3891702376314803
1721,TLS,TELSTRA GROUP LIMITED,Telecommunication Services,$47B,1.5113350125944598
1722,TEM,TEMPEST MINERALS LIMITED,Materials,$3M,-20.0
1723,TPW,TEMPLE & WEBSTER GROUP LTD,Consumer Discretionary Distribution & Retail,$2B,0.6807866868381229
1724,X64,TEN SIXTY FOUR LIMITED,Materials,NaN,0.0
1725,TMS,TENNANT MINERALS LIMITED,Materials,$9M,5.263157894736847
1726,TM1,TERRA METALS LIMITED,Energy,$9M,-4.545454545454534
1727,T92,TERRA URANIUM LIMITED,Energy,$3M,0.0
1728,TER,TERRACOM LIMITED,Energy,$136M,2.85714285714286
1729,TGH,TERRAGEN HOLDINGS LIMITED,Materials,$18M,-2.500000000000002
1730,TMX,TERRAIN MINERALS LIMITED,Materials,$5M,0.0
1731,TZN,TERRAMIN AUSTRALIA LIMITED.,Materials,$190M,3.370786516853936
1732,TSO,TESORO GOLD LTD,Materials,$31M,5.263157894736847
1733,TG6,TG METALS LIMITED,Materials,$10M,-6.896551724137918
1734,A2M,THE A2 MILK COMPANY LIMITED,"Food, Beverage & Tobacco",$4B,-0.3448275862068892
1735,AU1,THE AGENCY GROUP AUSTRALIA LTD,Real Estate Management & Development,$9M,-27.999999999999996
1736,WAG,THE AUSTRALIAN WEALTH ADVISORS GROUP LIMITED,Financial Services,$23M,0.0
1737,CCO,THE CALMER CO INTERNATIONAL LIMITED,Household & Personal Products,$15M,40.0
1738,GO2,THE GO2 PEOPLE LTD,Commercial & Professional Services,NaN,0.0
1739,HPC,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,Household & Personal Products,$5M,0.0
1740,TLC,THE LOTTERY CORPORATION LIMITED,Consumer Services,$11B,1.6161616161616175
1741,MKT,THE MARKET LIMITED,Media & Entertainment,$40M,-16.666666666666664
1742,TRS,THE REJECT SHOP LIMITED,Consumer Discretionary Distribution & Retail,$104M,2.3297491039426506
1743,SGR,THE STAR ENTERTAINMENT GROUP LIMITED,Consumer Services,$545M,0.0
1744,TGM,THETA GOLD MINES LIMITED,Materials,$157M,0.0
1745,THR,THOR ENERGY PLC,Materials,$7M,-7.692307692307686
1746,TOP,THORNEY OPPORTUNITIES LTD,Not Applic,$115M,0.7874015748031503
1747,TEK,THORNEY TECHNOLOGIES LTD,Not Applic,$52M,-3.703703703703707
1748,1TT,THRIVE TRIBE TECHNOLOGIES LIMITED,Software & Services,$3M,0.0
1749,THB,THUNDERBIRD RESOURCES LIMITED,Materials,$7M,0.0
1750,TIA,TIAN AN AUSTRALIA LIMITED,Real Estate Management & Development,$17M,2.6315789473684235
1751,TIG,TIGERS REALM COAL LIMITED,Materials,$39M,0.0
1752,TML,TIMAH RESOURCES LIMITED,Utilities,$4M,1.6136962567226113e-14
1753,TNY,TINYBEANS GROUP LTD,Media & Entertainment,$11M,1.3513513513513526
1754,TRP,TISSUE REPAIR LTD,"Pharmaceuticals, Biotechnology & Life Sciences",$16M,-3.703703703703707
1755,TTM,TITAN MINERALS LIMITED,Materials,$80M,4.4776119402985115
1756,TSL,TITANIUM SANDS LIMITED,Materials,$11M,25.0
1757,TTT,TITOMIC LIMITED,Materials,$225M,-5.4054054054053955
1758,TVN,TIVAN LIMITED,Materials,$172M,32.35294117647058
1759,TOU,TLOU ENERGY LIMITED,Energy,$19M,13.333333333333346
1760,TMK,TMK ENERGY LIMITED,Energy,$23M,25.0
1761,TOK,TOLU MINERALS LIMITED.,Class Pend,$134M,0.0
1762,TI1,TOMBADOR IRON LIMITED,Materials,NaN,0.0
1763,TEE,TOP END ENERGY LIMITED,Energy,$13M,14.285714285714286
1764,TSI,TOP SHELF INTERNATIONAL HOLDINGS LTD,"Food, Beverage & Tobacco",NaN,0.0
1765,TOE,TORO ENERGY LIMITED,Energy,$27M,0.0
1766,TOR,TORQUE METALS LIMITED..,Materials,$13M,2.040816326530614
1767,TRE,TOUBANI RESOURCES LIMITED,Materials,$37M,22.22222222222222
1768,TVL,TOUCH VENTURES LIMITED,Financial Services,$50M,9.230769230769239
1769,THL,TOURISM HOLDINGS RENTALS LIMITED,Transportation,$401M,5.0279329608938585
1770,TWR,TOWER LIMITED,Insurance,$448M,0.8474576271186449
1771,TOY,TOYS'R'US ANZ LIMITED,Consumer Discretionary Distribution & Retail,$8M,-7.272727272727267
1772,TPC,TPC CONSOLIDATED LIMITED,Utilities,$99M,0.3480278422273914
1773,TPG,TPG TELECOM LIMITED.,Telecommunication Services,$8B,2.5345622119815743
1774,TTI,TRAFFIC TECHNOLOGIES LTD.,Transportation,$3M,-25.0
1775,TRJ,TRAJAN GROUP HOLDINGS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$167M,9.499999999999996
1776,TKL,TRAKA RESOURCES LIMITED,Materials,$2M,0.0
1777,TCO,TRANSMETRO CORPORATION LIMITED,Consumer Services,$25M,0.0
1778,TCL,TRANSURBAN GROUP,Transportation,$43B,2.973977695167289
1779,TWE,TREASURY WINE ESTATES LIMITED,"Food, Beverage & Tobacco",$9B,0.17301038062283366
1780,TKM,TREK METALS LIMITED,Materials,$14M,4.0000000000000036
1781,TEG,TRIANGLE ENERGY (GLOBAL) LIMITED,Energy,$10M,-20.0
1782,TGF,TRIBECA GLOBAL NATURAL RESOURCES LIMITED,Not Applic,$110M,0.0
1783,TBR,TRIBUNE RESOURCES LIMITED,Materials,$225M,0.0
1784,TMG,TRIGG MINERALS LIMITED,Materials,$32M,-9.52380952380953
1785,TX3,TRINEX MINERALS LIMITED,Materials,$4M,33.333333333333336
1786,TON,TRITON MINERALS LTD,Materials,$14M,12.50000000000001
1787,TRI,TRIVARX LTD,Health Care Equipment & Services,$7M,-5.8823529411764754
1788,TNC,TRUE NORTH COPPER LIMITED,Materials,NaN,0.0
1789,TRM,TRUSCOTT MINING CORPORATION LIMITED,Materials,NaN,0.0
1790,TRU,TRUSCREEN GROUP LIMITED,Health Care Equipment & Services,$11M,5.263157894736847
1791,TYP,TRYPTAMINE THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$49M,2.6315789473684235
1792,TTA,TTA HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,NaN,0.0
1793,TUA,TUAS LIMITED,Telecommunication Services,$3B,7.530647985989502
1794,TGN,TUNGSTEN MINING NL,Materials,$79M,8.433734939759027
1795,TCG,TURACO GOLD LIMITED,Materials,$234M,1.8867924528301903
1796,TRA,TURNERS AUTOMOTIVE GROUP LIMITED,Consumer Discretionary Distribution & Retail,$413M,0.0
1797,TYX,TYRANNA RESOURCES LIMITED,Materials,$13M,14.285714285714286
1798,TYR,TYRO PAYMENTS LIMITED,Financial Services,$429M,0.0
1799,TZL,TZ LIMITED,Technology Hardware & Equipment,$16M,-3.2786885245901556
1800,UWC,UNDERWOOD CAPITAL LIMITED,Not Applic,$10M,4.255319148936174
1801,URW,UNIBAIL-RODAMCO-WESTFIELD,Equity Real Estate Investment Trusts (REITs),$17B,2.684563758389264
1802,USL,UNICO SILVER LIMITED,Materials,$83M,11.111111111111121
1803,UOS,UNITED OVERSEAS AUSTRALIA LIMITED,Real Estate Management & Development,$917M,-1.8181818181818197
1804,UNT,UNITH LTD,Media & Entertainment,$15M,1.3344026738283132e-14
1805,UBI,UNIVERSAL BIOSENSORS INC.,Health Care Equipment & Services,$33M,-16.000000000000004
1806,UNI,UNIVERSAL STORE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,$625M,5.79345088161209
1807,UBN,URBANISE.COM LIMITED,Software & Services,$28M,0.0
1808,URF,US MASTERS RESIDENTIAL PROPERTY FUND,Equity Real Estate Investment Trusts (REITs),$254M,1.4084507042253533
1809,UCM,USCOM LIMITED,Health Care Equipment & Services,$8M,0.0
1810,UVA,UVRE LIMITED,Materials,$5M,4.705882352941164
1811,VR8,VANADIUM RESOURCES LIMITED,Materials,$18M,0.0
1812,VAR,VARISCAN MINES LIMITED,Materials,$5M,-12.5
1813,VAU,VAULT MINERALS LIMITED,Materials,NaN,1.5384615384615399
1814,VMG,VDM GROUP LIMITED,Capital Goods,NaN,0.0
1815,VR1,VECTION TECHNOLOGIES LTD,Software & Services,$38M,22.22222222222223
1816,VBS,VECTUS BIOSYSTEMS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$4M,0.0
1817,VEE,VEEM LTD,Capital Goods,$175M,-1.612903225806453
1818,VNT,VENTIA SERVICES GROUP LIMITED,Capital Goods,$3B,6.086956521739129
1819,VMC,VENUS METALS CORPORATION LIMITED,Materials,$12M,4.615384615384619
1820,VBC,VERBREC LIMITED,Capital Goods,$39M,-3.5714285714285743
1821,VRS,VERIS LIMITED,Commercial & Professional Services,$25M,0.0
1822,VRL,VERITY RESOURCES LIMITED,Materials,$3M,-4.545454545454534
1823,VTX,VERTEX MINERALS LIMITED,Materials,$34M,16.216216216216218
1824,VG1,VGI PARTNERS GLOBAL INVESTMENTS LIMITED,Not Applic,$450M,0.0
1825,VHM,VHM LIMITED,Materials,$89M,-4.545454545454549
1826,VCX,VICINITY CENTRES,Equity Real Estate Investment Trusts (REITs),$10B,3.902439024390248
1827,VIG,VICTOR GROUP HOLDINGS LIMITED,Software & Services,$38M,0.0
1828,VTM,VICTORY METALS LIMITED,Materials,$43M,3.8461538461538494
1829,VKA,VIKING MINES LIMITED,Materials,$11M,0.0
1830,VEN,VINTAGE ENERGY LTD,Energy,$8M,25.0
1831,VNL,VINYL GROUP LTD,Software & Services,$117M,0.0
1832,VIP,VIP GLOVES LTD,Health Care Equipment & Services,NaN,0.0
1833,VMM,VIRIDIS MINING AND MINERALS LIMITED,Materials,$25M,3.030303030303033
1834,VTI,VISIONEERING TECHNOLOGIES INC.,Health Care Equipment & Services,$3M,6.122448979591842
1835,VFX,VISIONFLEX GROUP LIMITED,Health Care Equipment & Services,$13M,0.0
1836,VGL,VISTA GROUP INTERNATIONAL LIMITED.,Software & Services,$670M,1.7857142857142954
1837,VLS,VITA LIFE SCIENCES LIMITED..,"Pharmaceuticals, Biotechnology & Life Sciences",$105M,6.741573033707871
1838,VML,VITAL METALS LIMITED,Materials,$18M,-33.333333333333336
1839,VFY,VITRAFY LIFE SCIENCES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$112M,9.0909090909091
1840,VIT,VITURA HEALTH LIMITED,Health Care Equipment & Services,$44M,0.0
1841,VEA,VIVA ENERGY GROUP LIMITED,Energy,$4B,2.3529411764705905
1842,VVA,VIVA LEISURE LIMITED,Consumer Services,$145M,0.34602076124566733
1843,VMT,VMOTO LIMITED,Automobiles & Components,$31M,26.785714285714295
1844,VPR,VOLT GROUP LIMITED,Utilities,$21M,33.333333333333336
1845,VRC,VOLT RESOURCES LIMITED,Materials,$13M,0.0
1846,VSR,VOLTAIC STRATEGIC RESOURCES LTD,Energy,$8M,-6.666666666666662
1847,VN8,VONEX LIMITED..,Telecommunication Services,$16M,0.0
1848,VRX,VRX SILICA LIMITED,Materials,$33M,2.3809523809523827
1849,VUL,VULCAN ENERGY RESOURCES LIMITED,Materials,$1B,-0.18050541516245103
1850,VSL,VULCAN STEEL LIMITED,Materials,$1B,9.624060150375936
1851,VYS,VYSARN LIMITED,Materials,$219M,-3.5294117647058725
1852,WAK,WA KAOLIN LIMITED,Materials,$28M,0.0
1853,WA1,WA1 RESOURCES LTD,Materials,$857M,-3.206562266964949
1854,WGN,WAGNERS HOLDING COMPANY LIMITED,Materials,$263M,-1.4440433212996402
1855,WKT,WALKABOUT RESOURCES LTD,Materials,NaN,0.0
1856,WAA,WAM ACTIVE LIMITED,Not Applic,$63M,3.0864197530864086
1857,WMA,WAM ALTERNATIVE ASSETS LIMITED,Not Applic,$200M,1.020408163265307
1858,WAM,WAM CAPITAL LIMITED,Not Applic,$2B,2.2875816993463998
1859,WGB,WAM GLOBAL LIMITED,Not Applic,$794M,1.3574660633484275
1860,WLE,WAM LEADERS LIMITED,Not Applic,$2B,1.2195121951219614
1861,WMI,WAM MICROCAP LIMITED,Not Applic,$409M,0.6849315068493157
1862,WAX,WAM RESEARCH LIMITED,Not Applic,$236M,2.2123893805309853
1863,WAR,WAM STRATEGIC VALUE LIMITED,Not Applic,$203M,0.44642857142856185
1864,WTM,WARATAH MINERALS LIMITED,Materials,$30M,0.0
1865,WA8,WARRIEDAR RESOURCES LIMITED,Materials,$41M,7.142857142857133
1866,SOL,WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,Financial Services,$13B,0.5790387955993134
1867,WAT,WATERCO LIMITED,Consumer Durables & Apparel,$277M,1.2853470437017949
1868,W2V,WAY 2 VAT LTD.,Software & Services,$7M,0.0
1869,WPR,WAYPOINT REIT,Equity Real Estate Investment Trusts (REITs),$2B,2.510460251046027
1870,WQG,WCM GLOBAL GROWTH LIMITED,Not Applic,$377M,0.8955223880596956
1871,WEB,WEB TRAVEL GROUP LIMITED,Consumer Services,$2B,1.7621145374449354
1872,WJL,WEBJET GROUP LIMITED,Consumer Services,$328M,6.790123456790115
1873,WBT,WEEBIT NANO LTD,Semiconductors & Semiconductor Equipment,$634M,17.894736842105257
1874,WLD,WELLARD LIMITED,"Food, Beverage & Tobacco",$32M,0.0
1875,WFL,WELLFULLY LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",NaN,0.0
1876,WNX,WELLNEX LIFE LIMITED,"Food, Beverage & Tobacco",$22M,-7.333333333333325
1877,WES,WESFARMERS LIMITED,Consumer Discretionary Distribution & Retail,$81B,-1.2291723572794202
1878,WAF,WEST AFRICAN RESOURCES LIMITED,Materials,$2B,-1.6778523489932826
1879,WC1,WEST COBAR METALS LIMITED,Materials,$3M,23.076923076923087
1880,WWI,WEST WITS MINING LIMITED,Materials,$36M,0.0
1881,WSR,WESTAR RESOURCES LIMITED,Materials,$3M,0.0
1882,WGR,WESTERN GOLD RESOURCES LIMITED.,Materials,$5M,0.0
1883,WMG,WESTERN MINES GROUP LTD,Materials,$14M,10.714285714285703
1884,WYX,WESTERN YILGARN NL,Materials,$3M,-7.692307692307686
1885,WGX,WESTGOLD RESOURCES LIMITED.,Materials,$3B,-2.8619528619528607
1886,WBC,WESTPAC BANKING CORPORATION,Banks,$111B,1.7160686427457232
1887,WSI,WESTSTAR INDUSTRIAL LIMITED,Materials,$11M,4.99999999999999
1888,WCN,WHITE CLIFF MINERALS LIMITED,Materials,$32M,-2.9411764705882377
1889,WEC,WHITE ENERGY COMPANY LIMITED,Energy,$7M,-10.526315789473676
1890,WBE,WHITEBARK ENERGY LTD,Energy,$2M,28.571428571428584
1891,WHI,WHITEFIELD INCOME LIMITED,Not Applic,$205M,-1.9230769230769162
1892,WHF,WHITEFIELD INDUSTRIALS LIMITED,Not Applic,$662M,1.4492753623188581
1893,WHC,WHITEHAVEN COAL LIMITED,Energy,$5B,-1.1532125205930854
1894,WHK,WHITEHAWK LIMITED,Software & Services,$7M,-4.545454545454534
1895,WIA,WIA GOLD LIMITED,Materials,$163M,4.1666666666666705
1896,WOA,WIDE OPEN AGRICULTURE LTD,"Food, Beverage & Tobacco",$4M,-11.111111111111104
1897,WC8,WILDCAT RESOURCES LIMITED,Materials,$313M,26.829268292682936
1898,WIN,WIN METALS LTD,Materials,$9M,-5.555555555555542
1899,WEL,WINCHESTER ENERGY LTD,Energy,$3M,0.0
1900,WNR,WINGARA AG LTD,"Food, Beverage & Tobacco",$2M,0.0
1901,WR1,WINSOME RESOURCES LIMITED,Materials,$94M,10.126582278481008
1902,WTN,WINTON LAND LIMITED,Real Estate Management & Development,$504M,0.0
1903,WTC,WISETECH GLOBAL LIMITED,Software & Services,$41B,2.2975012577561587
1904,WWG,WISEWAY GROUP LIMITED,Transportation,$22M,0.0
1905,WZR,WISR LIMITED,Financial Services,$38M,1.3344026738283132e-14
1906,WDS,WOODSIDE ENERGY GROUP LTD,Energy,$46B,4.848484848484837
1907,WOW,WOOLWORTHS GROUP LIMITED,Consumer Staples Distribution & Retail,$37B,0.49358341559723123
1908,WOR,WORLEY LIMITED,Capital Goods,$7B,2.698650674662678
1909,WOT,WOTSO PROPERTY,Equity Real Estate Investment Trusts (REITs),$130M,7.33333333333334
1910,WRK,WRKR LTD,Software & Services,$81M,2.173913043478263
1911,WTL,WT FINANCIAL GROUP LIMITED,Financial Services,$33M,5.555555555555561
1912,X2M,X2M CONNECT LIMITED,Technology Hardware & Equipment,$12M,0.0
1913,XGL,XAMBLE GROUP LIMITED,Media & Entertainment,$9M,4.0000000000000036
1914,XAM,XANADU MINES LTD,Materials,$91M,0.0
1915,XRO,XERO LIMITED,Software & Services,$26B,1.1246767306188756
1916,XPN,XPON TECHNOLOGIES GROUP LIMITED,Software & Services,$5M,0.0
1917,XRG,XREALITY GROUP LTD,Consumer Services,$19M,0.0
1918,XF1,XREF LIMITED,Software & Services,$41M,2.380952380952383
1919,XRF,XRF SCIENTIFIC LIMITED,Capital Goods,$257M,0.5361930294906171
1920,XST,XSTATE RESOURCES LIMITED,Energy,NaN,0.0
1921,XTC,XTC LITHIUM LIMITED,Materials,NaN,0.0
1922,YAL,YANCOAL AUSTRALIA LIMITED,Energy,$8B,0.3149606299212671
1923,YRL,YANDAL RESOURCES LIMITED,Materials,$58M,-5.128205128205132
1924,YAR,YARI MINERALS LIMITED,Materials,$1M,0.0
1925,YOJ,YOJEE LIMITED,Software & Services,$36M,-3.5714285714285743
1926,YOW,YOWIE GROUP LTD,"Food, Beverage & Tobacco",$6M,0.0
1927,ZLD,ZELIRA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$6M,0.0
1928,ZNC,ZENITH MINERALS LIMITED,Materials,$18M,2.500000000000002
1929,ZEO,ZEOTECH LIMITED,Materials,$78M,2.3809523809523827
1930,ZEU,ZEUS RESOURCES LIMITED,Energy,$4M,0.0
1931,ZGL,ZICOM GROUP LIMITED,Capital Goods,$12M,16.0
1932,ZMM,ZIMI LIMITED,Technology Hardware & Equipment,$5M,0.0
1933,ZIM,ZIMPLATS HOLDINGS LIMITED,Materials,$1B,4.9392712550607385
1934,ZMI,ZINC OF IRELAND NL,Materials,$6M,0.0
1935,ZIP,ZIP CO LIMITED..,Financial Services,$4B,7.394366197183114
1936,Z2U,ZOOM2U TECHNOLOGIES LIMITED,Software & Services,$16M,0.0
1937,ZNO,ZOONO GROUP LIMITED,Materials,$9M,8.695652173913052
1938,ZAG,ZULEIKA GOLD LIMITED,Materials,$10M,1.3344026738283132e-14
